,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2018-03-07,1213.5,420.549,357149,161407,173946,489903,0,0,61.128,40,97475,424.971,349308,160489,174476,239251,0,0,35.47,42,1515.5,382.378,306532,134543,150937,415240,0,0,60.162,50,84111.33333,365.16,406868,179600,202526,215908,0,0,20.256,48,63.59219,11.37698,0,0.0338,0.0175,0.00717,4.4104,6.4,2.2,10.7,0.5,54,0,0,0,0,1.55,0.938,1.612,0.53
2018-03-08,101210.3333,420.456,357149,161407,173946,484617,0,0,61.128,40,32,424.223,349308,160489,174476,231431,0,0,35.47,42,124615.6667,381.368,306532,134543,150937,410011,0,0,60.162,50,1814,365.919,406868,179600,202526,209991,0,0,20.256,48,63.27314,10.8404,0,0.03585,0.0155,0.00572,3.93922,4.6,2.7,9.7,4,76,0,0,0,0,0.952,0.688,1.232,0.334
2018-03-09,2270,418.626,357149,161407,173946,521361,0,0,61.128,40,138092.3333,420.465,349308,160489,174476,249995,0,0,35.47,42,205248,379.858,306532,134543,150937,421544,0,0,60.162,50,2719.5,364.832,406868,179600,202526,217258,0,0,20.256,48,53.98448,9.73098,0,0.03157,0.0156,0.00894,11.07182,4.5,1.4,9.6,0,63.3,0,0,0,0,1.612,0.998,1.732,0.606
2018-03-10,148349.6667,434.669,357149,161407,173946,456758,0,0,61.128,40,154814.6667,413.827,349308,160489,174476,216135,0,0,35.47,42,2470.5,366.313,306532,134543,150937,289805,0,0,60.162,50,46,382.97,406868,179600,202526,168682,0,0,20.256,48,51.66412,7.84569,0,0.01844,0.01122,0.0061,16.92582,4.6,0.7,9.7,0,65.8,0,0,0,0,1.73,1.004,1.602,0.606
2018-03-11,192150,435.843,357149,161407,173946,352352,0,0,61.128,40,2840.5,412.522,349308,160489,174476,161652,0,0,35.47,42,218617.6667,355.056,306532,134543,150937,197729,0,0,60.162,50,189351.3333,393.038,406868,179600,202526,125249,0,0,20.256,48,69.10303,10.94191,0,0.02249,0.01234,0.00828,44.73705,6.4,2.7,12.2,0,51.3,0,0,0,0,2.144,1.018,1.886,0.712
2018-03-12,105,419.81,357149,161407,173946,485539,0,0,61.128,40,386399,422.638,349308,160489,174476,235764,0,0,35.47,42,47552.5,379.486,306532,134543,150937,406578,0,0,60.162,50,4103662.333,368.394,406868,179600,202526,215868,0,0,20.256,48,76.42665,11.73228,0,0.04223,0.0183,0.01476,31.91293,8,2.2,15.5,0,45.8,0,0,0,0,2.136,1.244,2.148,0.688
2018-03-13,64,418.779,357149,161407,173946,493011,0,0,61.128,40,3883,422.273,349308,160489,174476,237875,0,0,35.47,42,278626.3333,381.555,306532,134543,150937,416619,0,0,60.162,50,168454.6667,364.451,406868,179600,202526,217355,0,0,20.256,48,73.63497,11.76854,0,0.04601,0.01825,0.01918,27.96597,12.4,5.2,18.8,0,60.5,0,0,0,0,2.608,1.462,2.47,0.798
2018-03-14,111108,419.571,357149,161407,173946,513249,0,0,61.128,40,83974,422.402,349308,160489,174476,240230,0,0,35.47,42,70941.66667,381.266,306532,134543,150937,424620,0,0,60.162,50,64243.66667,364.04,406868,179600,202526,219475,0,0,20.256,48,76.86172,11.36248,0,0.03944,0.0182,0.01271,14.30561,17,13.6,22.1,0,58.8,0,0,0,0,3.622,1.838,3.294,1
2018-03-15,77305,420.182,357149,161407,173946,474956,0,0,61.128,40,1263,420.784,349308,160489,174476,220971,0,0,35.47,42,25,383.098,306532,134543,150937,406531,0,0,60.162,50,16,366.417,406868,179600,202526,210089,0,0,20.256,48,73.05489,12.42839,0,0.03562,0.01792,0.0114,5.0783,12.4,8.4,16.6,27,92.1,0,0,0,0,1.08,0.6,1.026,0.336
2018-03-16,43873.66667,419.218,357149,161407,173946,534348,0,0,61.128,40,33970.66667,417.782,349308,160489,174476,252508,0,0,35.47,42,862.5,381.431,306532,134543,150937,426988,0,0,60.162,50,40570,365.01,406868,179600,202526,222637,0,0,20.256,48,61.51838,8.9116,0,0.03078,0.01485,0.00842,5.88399,7.1,3.6,12.2,0,46.9,0,0,0,0,2.276,1.414,2.338,0.756
2018-03-17,104445.6667,437.418,357149,161407,173946,484787,0,0,61.128,40,1421,411.778,349308,160489,174476,219597,0,0,35.47,42,2167,366.903,306532,134543,150937,297262,0,0,60.162,50,97775.33333,382.037,406868,179600,202526,173776,0,0,20.256,48,60.55398,8.78108,0,0.01988,0.01178,0.00665,6.98097,6.6,0.5,14,0,48,0,0,0,0,2.616,1.326,2.604,0.806
2018-03-18,3128.5,435.368,357149,161407,173946,370205,0,0,61.128,40,2878.5,412.506,349308,160489,174476,164942,0,0,35.47,42,198618.6667,357.638,306532,134543,150937,206492,0,0,60.162,50,3684,393.707,406868,179600,202526,128682,0,0,20.256,48,77.46356,10.99267,0,0.02514,0.01317,0.01546,13.91201,8.2,5.4,12.5,0.5,55.9,0,0,0,0,1.716,0.922,1.562,0.564
2018-03-19,2164.5,418.649,357149,161407,173946,474213,0,0,61.128,40,1415,422.481,349308,160489,174476,226242,0,0,35.47,42,117443.3333,382.218,306532,134543,150937,403966,0,0,60.162,50,2214,369.599,406868,179600,202526,211178,0,0,20.256,48,81.69095,12.99398,0,0.04088,0.01848,0.01611,4.67226,8,6.2,10.4,1,64.5,0,0,0,0,1.254,0.848,1.33,0.39
2018-03-20,57307.33333,417.745,357149,161407,173946,486905,0,0,61.128,40,67173.33333,423.09,349308,160489,174476,237517,0,0,35.47,42,54208,383.203,306532,134543,150937,417076,0,0,60.162,50,1308,365.676,406868,179600,202526,216631,0,0,20.256,48,71.47414,13.48705,0,0.0372,0.02039,0.01248,4.54443,4.7,1.6,9.1,0,39.9,0,0,0,0,1.598,1.094,1.768,0.538
2018-03-21,47203.66667,416.099,357149,161407,173946,472428,0,0,61.128,40,37106,422.826,349308,160489,174476,227008,0,0,35.47,42,858.5,384.12,306532,134543,150937,410610,0,0,60.162,50,16,365.801,406868,179600,202526,211432,0,0,20.256,48,71.8367,12.4864,0,0.04116,0.01783,0.01094,2.86683,2.1,1.1,5.3,1,64.1,0,0,0,0,1.226,0.724,1.168,0.428
2018-03-22,45,416.49,357149,161407,173946,492512,0,0,61.128,40,1974.5,421.53,349308,160489,174476,243328,0,0,35.47,42,171478.6667,382.489,306532,134543,150937,419625,0,0,60.162,50,195079.6667,364.784,406868,179600,202526,217134,0,0,20.256,48,66.08657,11.70328,0,0.03362,0.01732,0.01532,7.59083,4.9,0.6,11.6,0,61.5,0,0,0,0,2.08,1.274,2.126,0.666
2018-03-23,3081.5,417.198,357149,161407,173946,531327,0,0,61.128,40,3330,416.125,349308,160489,174476,256019,0,0,35.47,42,3732.5,381.139,306532,134543,150937,426583,0,0,60.162,50,3337.5,366.999,406868,179600,202526,222611,0,0,20.256,48,54.144,11.03618,0,0.02961,0.01522,0.01262,26.68901,6.1,1.8,12.5,0,55.3,0,0,0,0,2.372,1.368,2.444,0.854
2018-03-24,57552,433.571,357149,161407,173946,467140,0,0,61.128,40,56562.5,408.261,349308,160489,174476,220916,0,0,35.47,42,36371704.67,366.381,306532,134543,150937,294930,0,0,60.162,50,53058,383.557,406868,179600,202526,172441,0,0,20.256,48,57.45776,9.77449,0,0.02072,0.00973,0.01513,49.90937,7.6,4,13.1,0,61.9,0,0,0,0,1.94,1.168,1.9,0.718
2018-03-25,53062,432.347,357149,161407,173946,348923,0,0,61.128,40,35374373,408.397,349308,160489,174476,161137,0,0,35.47,42,119,356.039,306532,134543,150937,197068,0,0,60.162,50,69559,391.416,406868,179600,202526,124524,0,0,20.256,48,72.67058,12.57341,0,0.02701,0.01066,0.02435,81.99638,9.6,4.6,16.9,0,65.6,0,0,0,0,2.158,1.036,1.674,0.72
2018-03-26,102,417.966,357149,161407,173946,478635,0,0,61.128,40,106,420.47,349308,160489,174476,236101,0,0,35.47,42,31703036,381.425,306532,134543,150937,407159,0,0,60.162,50,59560,368.777,406868,179600,202526,214436,0,0,20.256,48,77.3838,13.95112,0,0.04018,0.01853,0.03846,97.4848,11,5.3,18.1,0,64.5,0,0,0,0,2.146,1.242,2.154,0.674
2018-03-27,5948,417.05,357149,161407,173946,486933,0,0,61.128,40,5244.5,419.761,349308,160489,174476,238364,0,0,35.47,42,299997.6667,381.119,306532,134543,150937,418385,0,0,60.162,50,3195370.667,365.497,406868,179600,202526,217752,0,0,20.256,48,72.85185,12.63867,0,0.04098,0.01769,0.03269,70.90127,13.3,7.7,20,0,61.1,0,0,0,0,2.352,1.53,2.3,0.802
2018-03-28,51,418.102,357149,161407,173946,499406,0,0,61.128,40,211717.3333,420.377,349308,160489,174476,242902,0,0,35.47,42,201751.3333,382.207,306532,134543,150937,424789,0,0,60.162,50,,364.331,406868,179600,202526,217831,0,0,20.256,48,73.54071,12.26887,0,0.0433,0.01513,0.03259,82.16505,14,9.4,19,0,66.4,0,0,0,0,2.986,1.718,2.962,1.012
2018-03-29,4034,418.569,357149,161407,173946,496385,0,0,61.128,40,178588.3333,421.822,349308,160489,174476,242843,0,0,35.47,42,2630,381.282,306532,134543,150937,417156,0,0,60.162,50,2729.5,363.826,406868,179600,202526,216145,0,0,20.256,48,69.08853,12.37038,0,0.04479,0.01746,0.03325,70.39083,15.4,11.8,21.1,0,66.3,0,0,0,0,2.972,1.79,2.788,1.062
2018-03-30,65,417.791,357149,161407,173946,536917,0,0,61.128,40,2880.5,415.326,349308,160489,174476,256183,0,0,35.47,42,69,379.682,306532,134543,150937,429963,0,0,60.162,50,2979,364.843,406868,179600,202526,223774,0,0,20.256,48,56.34834,9.57871,0,0.03581,0.01825,0.02249,48.20239,14.8,9.8,21.9,0,55.6,0,0,0,0,3.376,1.886,3.14,1.168
2018-03-31,3031.5,430.48,357149,161407,173946,472083,0,0,61.128,40,52,405.875,349308,160489,174476,215822,0,0,35.47,42,241787.6667,361.387,306532,134543,150937,287326,0,0,60.162,50,198784.3333,379.615,406868,179600,202526,170016,0,0,20.256,48,53.58567,8.81009,0,0.01951,0.01071,0.01625,43.16781,14,9.3,20.1,0,52.9,0,0,0,0,3.476,1.852,3.276,1.144
2018-04-01,,429.224,356757,161415,173783,336584,0,0,90.946,40,269320.3333,407.869,348916,160524,174259,153928,0,0,50.394,42,232926,352.802,307460,135147,151358,194369,0,0,86.444,50,4281,391.026,406494,179710,202313,122497,0,0,33.522,48,72.56181,10.64462,0,0.03273,0.01066,0.02188,44.57527,15.6,11.7,18.5,0,68.8,0,0,0,0,3.078,1.66,3.134,1.156
2018-04-02,4532,418.658,356757,161415,173783,486972,0,0,90.946,40,3234,420.658,348916,160524,174259,237462,0,0,50.394,42,252757,379.768,307460,135147,151358,407564,0,0,86.444,50,2880.5,368.402,406494,179710,202313,215647,0,0,33.522,48,82.59009,12.32687,0,0.04815,0.01657,0.0251,47.48033,18.4,14.9,23.7,0,64,0,0,0,0,3.824,2.186,3.558,1.448
2018-04-03,3890,419.886,356757,161415,173783,494025,0,0,90.946,40,205725,420.504,348916,160524,174259,238891,0,0,50.394,42,271794.3333,380.144,307460,135147,151358,416274,0,0,86.444,50,2830,363.324,406494,179710,202313,216699,0,0,33.522,48,74.89667,12.55891,0,0.0461,0.01657,0.02384,38.61006,17.8,14.9,21.2,0.1,72.9,0,0,0,0,3.728,2.08,3.446,1.41
2018-04-04,12,420.215,356757,161415,173783,496263,0,0,90.946,40,405,420.659,348916,160524,174259,235740,0,0,50.394,42,755.5,380.937,307460,135147,151358,418680,0,0,86.444,50,3066.333333,365.285,406494,179710,202313,215584,0,0,33.522,48,75.35349,12.31962,0,0.04815,0.01993,0.02435,17.58519,13.4,9.5,18.2,18.5,67,0,0,0,0,3.488,1.952,3.502,1.122
2018-04-05,13,419.55,356757,161415,173783,475754,0,0,90.946,40,378.6666667,420.545,348916,160524,174259,222970,0,0,50.394,42,2636.666667,381.417,307460,135147,151358,409538,0,0,86.444,50,381,367.438,406494,179710,202313,209962,0,0,33.522,48,69.8499,11.70328,0,0.04815,0.01872,0.01788,9.17371,7.6,6.7,9.5,10.5,90.6,0,0,0,0,0.412,0.244,0.414,0.13
2018-04-06,3970530.333,419.101,356757,161415,173783,530484,0,0,90.946,40,,413.577,348916,160524,174259,249240,0,0,50.394,42,71069,379.764,307460,135147,151358,425087,0,0,86.444,50,36370050,365.799,406494,179710,202313,220256,0,0,33.522,48,57.24022,9.17264,0,0.03576,0.01578,0.02589,92.8293,5.8,3,8.6,6.5,71.6,0,0,0,0,1.76,1.032,1.85,0.638
2018-04-07,171583,433.66,356757,161415,173783,486486,0,0,90.946,40,2183,408.509,348916,160524,174259,209455,0,0,50.394,42,178546.3333,364.272,307460,135147,151358,294938,0,0,86.444,50,2621,377.883,406494,179710,202313,169307,0,0,33.522,48,54.70234,8.33152,0,0.02468,0.01234,0.01965,55.9469,4.2,1.4,8.6,0.2,45.5,0,0,0,0,1.474,1.036,1.588,0.772
2018-04-08,1319,431.473,356757,161415,173783,344006,0,0,90.946,40,100743,408.241,348916,160524,174259,152787,0,0,50.394,42,1615,353.778,307460,135147,151358,195572,0,0,86.444,50,100907,387.518,406494,179710,202313,120413,0,0,33.522,48,69.5091,11.1812,0,0.03371,0.01178,0.023,27.22664,3.9,0.6,7.9,3,59.6,0,0,0,0,0.872,0.616,0.926,0.368
2018-04-09,147916.3333,420.002,356757,161415,173783,487487,0,0,90.946,41,2718.5,420.086,348916,160524,174259,236074,0,0,50.394,42,1618.5,378.517,307460,135147,151358,406506,0,0,86.444,50,117947.3333,366.865,406494,179710,202313,214836,0,0,33.522,48,76.98499,11.89906,0,0.05252,0.01727,0.02701,45.54521,7.9,0.1,15.4,0,57.9,0,0,0,0,3.014,1.798,2.964,1.162
2018-04-10,44,418.831,356757,161415,173783,495447,0,0,90.946,41,218016.6667,420.84,348916,160524,174259,240988,0,0,50.394,42,2072,380.05,307460,135147,151358,419937,0,0,86.444,50,1869,362.87,406494,179710,202313,219265,0,0,33.522,48,75.36799,12.12384,0,0.04987,0.01918,0.02342,32.88939,15.1,6.9,21.9,5,51,0,0,0,0,2.62,1.564,2.508,0.928
2018-04-11,219126.3333,416.945,356757,161415,173783,495367,0,0,90.946,41,178986,421.553,348916,160524,174259,240281,0,0,50.394,42,235988,378.82,307460,135147,151358,420727,0,0,86.444,50,3877,360.013,406494,179710,202313,218491,0,0,33.522,48,73.06214,11.44224,0,0.04857,0.01802,0.02933,67.5979,12.6,8.7,17.3,0,49.4,0,0,0,0,3.192,1.968,3.12,1.204
2018-04-12,148452.6667,417.696,356757,161415,173783,505713,0,0,90.946,41,131581.3333,420.581,348916,160524,174259,243642,0,0,50.394,42,51,378.222,307460,135147,151358,417771,0,0,86.444,50,121479,358.405,406494,179710,202313,219805,0,0,33.522,48,69.46559,11.65252,0,0.05108,0.01764,0.02971,35.55728,13.3,6.8,19.6,0,30.5,0,0,0,0,3.68,2.152,3.86,1.246
2018-04-13,124309.3333,418.242,356757,161415,173783,533614,0,0,90.946,41,30,415.385,348916,160524,174259,252365,0,0,50.394,42,2170.5,376.758,307460,135147,151358,420025,0,0,86.444,50,1720.5,361.345,406494,179710,202313,222271,0,0,33.522,48,57.7478,10.1878,0,0.04382,0.01592,0.01904,21.16401,14.6,8.3,19.3,0,22.9,0,0,0,0,3.866,2.092,3.78,1.35
2018-04-14,21,432.787,356757,161415,173783,433185,0,0,90.946,41,60805.33333,410.193,348916,160524,174259,186892,0,0,50.394,42,1362.5,362.301,307460,135147,151358,267039,0,0,86.444,50,67672,382.448,406494,179710,202313,155664,0,0,33.522,48,56.36284,8.97686,0,0.02449,0.01224,0.01248,7.68504,9,7.5,14.8,9,78.8,0,0,0,0,0.976,0.674,0.862,0.462
2018-04-15,279492.3333,430.484,356757,161415,173783,352770,0,0,90.946,41,275788.3333,408.167,348916,160524,174259,165039,0,0,50.394,42,4143,353.216,307460,135147,151358,209707,0,0,86.444,50,198894.3333,388.442,406494,179710,202313,130185,0,0,33.522,48,72.77209,10.99267,0,0.03134,0.01187,0.02589,100,9.5,5.6,14.2,0,65.5,0,0,0,0,1.554,0.912,1.488,0.73
2018-04-16,2016.5,417.124,356757,161415,173783,480451,0,0,90.946,42,2322,420.694,348916,160524,174259,239056,0,0,50.394,42,155044,378.037,307460,135147,151358,406560,0,0,86.444,50,1571.5,365.963,406494,179710,202313,216877,0,0,33.522,48,80.34225,12.97947,0,0.04698,0.01699,0.02589,44.2748,11.6,4.9,18.8,0,41.9,0,0,0,0,3.718,2.156,3.822,1.32
2018-04-17,208688.6667,415.278,356757,161415,173783,486010,0,0,90.946,42,179151.3333,421.689,348916,160524,174259,242913,0,0,50.394,42,3423.5,379.032,307460,135147,151358,414861,0,0,86.444,50,73,360.358,406494,179710,202313,218738,0,0,33.522,48,79.31984,12.05858,0,0.04936,0.02007,0.02286,42.09752,12.9,6.8,20.1,0,37.9,0,0,0,0,3.702,2.264,3.546,1.402
2018-04-18,265760.3333,416.089,356757,161415,173783,487068,0,0,90.946,42,3229,419.881,348916,160524,174259,241279,0,0,50.394,42,4192.5,377.956,307460,135147,151358,413243,0,0,86.444,50,242689.6667,360.557,406494,179710,202313,219621,0,0,33.522,48,74.33108,11.5075,0,0.04726,0.01727,0.02277,56.43941,12.4,6.2,19.3,0,35.4,0,0,0,0,3.134,1.98,3.042,1.138
2018-04-19,43552.5,414.201,356757,161415,173783,484212,0,0,90.946,42,3349,419.172,348916,160524,174259,240509,0,0,50.394,42,3844.5,375.577,307460,135147,151358,410797,0,0,86.444,50,295759.6667,362.515,406494,179710,202313,217183,0,0,33.522,48,72.4603,10.8259,0,0.04573,0.01797,0.02673,39.59127,14,7.4,20.5,0,38.8,0,0,0,0,2.734,1.472,2.564,0.974
2018-04-20,54062.5,416.747,356757,161415,173783,513201,0,0,90.946,42,48059.5,413.042,348916,160524,174259,249094,0,0,50.394,42,50561,376.714,307460,135147,151358,412253,0,0,86.444,50,5696.5,362.942,406494,179710,202313,221265,0,0,33.522,48,64.24479,9.17264,0,0.03581,0.01844,0.02319,52.26092,18.4,11,26.3,0,46,0,0,0,0,3.874,2.008,3.524,1.346
2018-04-21,4141,431.06,356757,161415,173783,463402,0,0,90.946,42,228921.6667,405.921,348916,160524,174259,217784,0,0,50.394,42,249761.6667,361.036,307460,135147,151358,285535,0,0,86.444,50,4182,376.003,406494,179710,202313,170089,0,0,33.522,48,62.15647,8.09223,0,0.02267,0.01257,0.0175,71.71064,18.7,12.3,25.6,0,32,0,0,0,0,4.66,2.214,4.204,1.584
2018-04-22,114677,429.877,356757,161415,173783,310383,0,0,90.946,42,2072.5,409.155,348916,160524,174259,144481,0,0,50.394,42,2371.5,351.598,307460,135147,151358,181070,0,0,86.444,50,111047,389.072,406494,179710,202313,115654,0,0,33.522,48,78.84852,11.8483,0,0.02323,0.01257,0.01299,25.24336,15.5,10.7,21,15.5,57.4,0,0,0,0,1.216,0.606,1.056,0.54
2018-04-23,11,416.237,356757,161415,173783,435052,0,0,90.946,42,34.5,421.255,348916,160524,174259,204244,0,0,50.394,42,2971,378.038,307460,135147,151358,383436,0,0,86.444,50,47.5,371.673,406494,179710,202313,200912,0,0,33.522,48,84.31585,12.55891,0,0.04265,0.01886,0.01331,8.63388,9.3,8.4,10.7,59,93.9,0,0,0,0,0.144,0.086,0.114,0.036
2018-04-24,362.6666667,412.834,356757,161415,173783,468473,0,0,90.946,42,3537.666667,419.318,348916,160524,174259,234811,0,0,50.394,42,385.3333333,378.367,307460,135147,151358,407418,0,0,86.444,50,17,365.181,406494,179710,202313,216225,0,0,33.522,48,100,11.04343,0,0.03855,0.02049,0.02016,11.90568,12.1,8.9,16.1,3,63.3,0,0,0,0,2.784,1.864,2.922,1.084
2018-04-25,124747,412.901,356757,161415,173783,493013,0,0,90.946,42,104643,416.478,348916,160524,174259,248602,0,0,50.394,42,28,379.159,307460,135147,151358,421316,0,0,86.444,50,39,361.178,406494,179710,202313,220433,0,0,33.522,48,82.64085,10.83315,0,0.0372,0.02244,0.01425,19.36855,14.6,5.7,23.3,0,37.8,0,0,0,0,4.304,2.368,3.93,1.716
2018-04-26,41,414.648,356757,161415,173783,506165,0,0,90.946,42,1968.5,415.247,348916,160524,174259,245645,0,0,50.394,42,2474,377.618,307460,135147,151358,418325,0,0,86.444,50,165011.6667,361.144,406494,179710,202313,220518,0,0,33.522,48,73.35218,9.58596,0,0.03436,0.01764,0.01625,24.36163,14.9,10,22.1,0,51.9,0,0,0,0,4.542,2.426,4.164,1.512
2018-04-27,71,416.397,356757,161415,173783,550179,0,0,90.946,42,3325,409.764,348916,160524,174259,250394,0,0,50.394,42,215286.6667,377.115,307460,135147,151358,427917,0,0,86.444,50,195816,363.113,406494,179710,202313,224143,0,0,33.522,48,62.46827,7.96896,0,0.02738,0.0162,0.01387,25.90516,15.7,9.7,23.3,0,52.9,0,0,0,0,4.354,2.38,4.014,1.598
2018-04-28,54,431.328,356757,161415,173783,509274,0,0,90.946,42,192219,400.1,348916,160524,174259,219866,0,0,50.394,42,235054.6667,360.16,307460,135147,151358,302228,0,0,86.444,50,2579,374.862,406494,179710,202313,174266,0,0,33.522,48,62.56254,7.65716,0,0.01657,0.01103,0.01313,44.16853,15.4,10.5,21.7,0,49,0,0,0,0,4.73,2.112,3.97,1.712
2018-04-29,2978.5,427.46,356757,161415,173783,372238,0,0,90.946,42,2475,398.847,348916,160524,174259,163483,0,0,50.394,42,224816.3333,348.95,307460,135147,151358,204259,0,0,86.444,50,2482,386.028,406494,179710,202313,129473,0,0,33.522,48,81.11086,9.14364,0,0.01941,0.01341,0.01289,37.42441,16.2,9.4,22.9,0,43.1,0,0,0,0,4.602,2.164,4.502,1.844
2018-04-30,295831.3333,420.384,356757,161415,173783,501111,0,0,90.946,42,35056,414.752,348916,160524,174259,240578,0,0,50.394,42,2899033.667,376.8,307460,135147,151358,406462,0,0,86.444,50,4787,366.23,406494,179710,202313,217007,0,0,33.522,48,81.3139,11.02168,0,0.03543,0.01825,0.0203,39.63756,19.2,14.1,25,0,61.6,0,0,0,0,4.91,2.328,4.07,1.59
2018-05-01,2984.5,437.538,356176,161369,173435,441127,0,0,126.472,42,2738.5,415.679,348462,160478,173973,202171,0,0,67.41,42,67,368.218,307630,135399,151409,304524,0,0,116.322,50,175651.3333,375.236,406102,179768,202067,169550,0,0,49.39,48,80.82082,10.99992,0,0.03176,0.01485,0.02207,42.25655,20.4,17.8,23.3,0,72.8,0,0,0,0,5.12,2.476,4.322,1.914
2018-05-02,32,418.624,356176,161369,173435,476264,0,0,126.472,42,2016.5,417.362,348462,160478,173973,225026,0,0,67.41,42,2272,379.578,307630,135399,151409,411496,0,0,116.322,50,151512.6667,365.77,406102,179768,202067,211632,0,0,49.39,48,76.59343,11.4785,0,0.03851,0.02025,0.02645,22.26453,15.1,8.7,19.7,12,90.4,0,0,0,0,1.332,0.664,1.042,0.4
2018-05-03,42,418.98,356176,161369,173435,504062,0,0,126.472,42,1811.5,417.291,348462,160478,173973,242329,0,0,67.41,42,67711,379.071,307630,135399,151409,417190,0,0,116.322,50,117377.3333,363.324,406102,179768,202067,218775,0,0,49.39,48,65.55724,10.31832,0,0.03348,0.01797,0.0237,21.41926,11.2,6.9,14.7,1,62.4,0,0,0,0,3.034,1.936,3.074,1.34
2018-05-04,2124,421.821,356176,161369,173435,587508,0,0,126.472,42,124616.3333,407.855,348462,160478,173973,264725,0,0,67.41,42,2077.5,375.998,307630,135399,151409,437262,0,0,116.322,50,2668,363.666,406102,179768,202067,228928,0,0,49.39,48,53.44064,8.12123,0,0.03068,0.01662,0.01359,16.56081,14.1,8.8,20,0,45.5,0,0,0,0,4.418,2.422,4.01,1.662
2018-05-05,158052,425.382,356176,161369,173435,492017,0,0,126.472,42,134444.6667,383.405,348462,160478,173973,198359,0,0,67.41,42,2224,341.468,307630,135399,151409,246697,0,0,116.322,50,2366.5,370.648,406102,179768,202067,159498,0,0,49.39,48,47.44398,7.25835,0,0.01476,0.01201,0.00731,17.01109,18.3,11.6,24.6,0,46.8,0,0,0,0,5.342,2.266,4.46,1.632
2018-05-06,47174,404.713,356176,161369,173435,309503,0,0,126.472,42,11,382.932,348462,160478,173973,135546,0,0,67.41,42,70572.33333,331.673,307630,135399,151409,178419,0,0,116.322,50,705,378.002,406102,179768,202067,112841,0,0,49.39,48,62.03321,8.01247,0,0.01606,0.01243,0.00805,6.57921,16.6,15,20.7,22,86.4,0,0,0,0,2.656,1.12,2.328,1.036
2018-05-07,1822.5,422.052,356176,161369,173435,411959,0,0,126.472,42,144382.3333,394.902,348462,160478,173973,180301,0,0,67.41,42,121543.3333,349.744,307630,135399,151409,234117,0,0,116.322,50,144909.3333,380.338,406102,179768,202067,142108,0,0,49.39,48,79.57363,10.74613,0,0.025,0.0142,0.01541,13.0625,19.2,14,25.5,0,60.3,0,0,0,0,5.57,2.394,5.198,2.082
2018-05-08,1458,415.807,356176,161369,173435,492861,0,0,126.472,42,607.5,417.079,348462,160478,173973,239679,0,0,67.41,42,1214,378.294,307630,135399,151409,416779,0,0,116.322,50,855.5,365.834,406102,179768,202067,220688,0,0,49.39,48,78.51497,11.51475,0,0.04209,0.01834,0.02826,12.20573,17.5,11.6,22.9,0,50.9,0,0,0,0,4.272,2.486,4.058,1.608
2018-05-09,77573,417.305,356176,161369,173435,505088,0,0,126.472,42,864.5,416.919,348462,160478,173973,243410,0,0,67.41,42,57575.66667,378.209,307630,135399,151409,422204,0,0,116.322,50,100771.6667,361.856,406102,179768,202067,221056,0,0,49.39,48,75.27372,12.1601,0,0.04093,0.0203,0.03362,10.24848,15.7,9.2,21.8,0,50.4,0,0,0,0,5.064,2.732,4.694,1.972
